Les Yvris Noisy le Grand,87113803,Samedi,2012-09-22,E,1,98
Les Yvris Noisy le Grand,87113803,JOB,2012-09-13,E,3,252
Les Yvris Noisy le Grand,87113803,JOB,2012-09-13,E,0,16
Magenta,87281873,Samedi,2012-09-22,E,0,361
Magenta,87281873,Dimanche,2012-09-23,E,2,10312
Magenta,87281873,Samedi,2012-09-22,E,2,15712
Magenta,87281873,Samedi,2012-09-22,E,1,5381
Magenta,87281873,Samedi,2012-09-22,E,4,10339
Magenta,87281873,Dimanche,2012-09-23,E,3,11266
Magenta,87281873,JOB,2012-09-13,E,1,23382
Magenta,87281873,JOB,2012-09-13,E,4,8629
Magenta,87281873,JOB,2012-09-13,E,0,620
Magenta,87281873,Dimanche,2012-09-23,E,1,2956
Magenta,87281873,Dimanche,2012-09-23,E,4,7433
Magenta,87281873,JOB,2012-09-13,E,3,31202
Magenta,87281873,Samedi,2012-09-22,E,3,15255
Magenta,87281873,Dimanche,2012-09-23,E,0,306
Magenta,87281873,JOB,2012-09-13,E,2,14379
Nogent le Perreux,87113746,Dimanche,2012-09-23,E,3,684
Nogent le Perreux,87113746,Dimanche,2012-09-23,E,4,259
Nogent le Perreux,87113746,Samedi,2012-09-22,E,2,1881
Nogent le Perreux,87113746,JOB,2012-09-13,E,3,1733
Nogent le Perreux,87113746,Samedi,2012-09-22,E,0,51
Nogent le Perreux,87113746,JOB,2012-09-13,E,4,411
Nogent le Perreux,87113746,JOB,2012-09-13,E,2,1661
Nogent le Perreux,87113746,Samedi,2012-09-22,E,3,1243
Nogent le Perreux,87113746,Samedi,2012-09-22,E,4,427
Nogent le Perreux,87113746,Dimanche,2012-09-23,E,2,1002
Nogent le Perreux,87113746,JOB,2012-09-13,E,0,91
Nogent le Perreux,87113746,Dimanche,2012-09-23,E,1,253
Nogent le Perreux,87113746,Samedi,2012-09-22,E,1,844
Nogent le Perreux,87113746,JOB,2012-09-13,E,1,3888
Nogent le Perreux,87113746,Dimanche,2012-09-23,E,0,15
Noisy le Sec,87113217,JOB,2012-09-13,E,4,1865
Noisy le Sec,87113217,Dimanche,2012-09-23,E,4,1792
Noisy le Sec,87113217,Samedi,2012-09-22,E,4,2554
Noisy le Sec,87113217,Dimanche,2012-09-23,E,2,5450
Noisy le Sec,87113217,JOB,2012-09-13,E,3,6607
Noisy le Sec,87113217,Samedi,2012-09-22,E,3,5507
Noisy le Sec,87113217,JOB,2012-09-13,E,2,6492
Noisy le Sec,87113217,Samedi,2012-09-22,E,2,7590
Noisy le Sec,87113217,JOB,2012-09-13,E,1,9213
Noisy le Sec,87113217,Dimanche,2012-09-23,E,0,143
Noisy le Sec,87113217,JOB,2012-09-13,E,0,560
Noisy le Sec,87113217,Dimanche,2012-09-23,E,3,4088
Noisy le Sec,87113217,Dimanche,2012-09-23,E,1,1681
Noisy le Sec,87113217,Samedi,2012-09-22,E,1,3402
Noisy le Sec,87113217,Samedi,2012-09-22,E,0,239
Ozoir la Ferrière,87116020,Samedi,2012-09-22,E,3,404
Ozoir la Ferrière,87116020,Samedi,2012-09-22,E,1,394
Ozoir la Ferrière,87116020,JOB,2012-09-13,E,2,685
Ozoir la Ferrière,87116020,Samedi,2012-09-22,E,4,135
Ozoir la Ferrière,87116020,Samedi,2012-09-22,E,0,44
Ozoir la Ferrière,87116020,Dimanche,2012-09-23,E,3,360
Ozoir la Ferrière,87116020,Dimanche,2012-09-23,E,1,139
Ozoir la Ferrière,87116020,JOB,2012-09-13,E,3,582
Ozoir la Ferrière,87116020,Dimanche,2012-09-23,E,2,599
Ozoir la Ferrière,87116020,Dimanche,2012-09-23,E,4,106
Ozoir la Ferrière,87116020,Dimanche,2012-09-23,E,0,22
Ozoir la Ferrière,87116020,JOB,2012-09-13,E,4,102
Ozoir la Ferrière,87116020,Samedi,2012-09-22,E,2,702
Ozoir la Ferrière,87116020,JOB,2012-09-13,E,1,2510
Ozoir la Ferrière,87116020,JOB,2012-09-13,E,0,89
Pantin,87113209,Dimanche,2012-09-23,E,1,641
Pantin,87113209,JOB,2012-09-13,E,3,6969
Pantin,87113209,JOB,2012-09-13,E,0,194
Pantin,87113209,Dimanche,2012-09-23,E,3,1748
Pantin,87113209,Samedi,2012-09-22,E,0,125
Pantin,87113209,Dimanche,2012-09-23,E,4,920
Pantin,87113209,Samedi,2012-09-22,E,2,2926
Pantin,87113209,Samedi,2012-09-22,E,1,1427
Pantin,87113209,JOB,2012-09-13,E,2,2872
Pantin,87113209,JOB,2012-09-13,E,1,3517
Pantin,87113209,Dimanche,2012-09-23,E,0,61
Pantin,87113209,Dimanche,2012-09-23,E,2,2155
Pantin,87113209,JOB,2012-09-13,E,4,1490
Pantin,87113209,Samedi,2012-09-22,E,3,2393
Pantin,87113209,Samedi,2012-09-22,E,4,1216
Roissy en Brie,87116038,JOB,2012-09-13,E,2,1108
Roissy en Brie,87116038,Samedi,2012-09-22,E,2,1473
Roissy en Brie,87116038,Samedi,2012-09-22,E,0,103
Roissy en Brie,87116038,Samedi,2012-09-22,E,1,616
Roissy en Brie,87116038,Samedi,2012-09-22,E,4,283
Roissy en Brie,87116038,Dimanche,2012-09-23,E,0,28
Roissy en Brie,87116038,JOB,2012-09-13,E,1,3101
Roissy en Brie,87116038,Dimanche,2012-09-23,E,2,1052
Roissy en Brie,87116038,Dimanche,2012-09-23,E,3,597
Roissy en Brie,87116038,Dimanche,2012-09-23,E,1,335
Roissy en Brie,87116038,Samedi,2012-09-22,E,3,697
Roissy en Brie,87116038,JOB,2012-09-13,E,3,810
Roissy en Brie,87116038,Dimanche,2012-09-23,E,4,306
Roissy en Brie,87116038,JOB,2012-09-13,E,0,71
Roissy en Brie,87116038,JOB,2012-09-13,E,4,159
Rosny Bois Perrier,87113696,JOB,2012-09-13,E,0,177
Rosny Bois Perrier,87113696,Samedi,2012-09-22,E,2,3446
Rosny Bois Perrier,87113696,Samedi,2012-09-22,E,4,1662
Rosny Bois Perrier,87113696,Dimanche,2012-09-23,E,2,1661
Rosny Bois Perrier,87113696,JOB,2012-09-13,E,3,2761
Rosny Bois Perrier,87113696,Dimanche,2012-09-23,E,3,1567
Rosny Bois Perrier,87113696,Samedi,2012-09-22,E,1,897
Rosny Bois Perrier,87113696,Dimanche,2012-09-23,E,4,653
Rosny Bois Perrier,87113696,JOB,2012-09-13,E,1,2918
Rosny Bois Perrier,87113696,Samedi,2012-09-22,E,0,83
Rosny Bois Perrier,87113696,Dimanche,2012-09-23,E,1,440
Rosny Bois Perrier,87113696,JOB,2012-09-13,E,4,1033
Rosny Bois Perrier,87113696,Samedi,2012-09-22,E,3,4091
Rosny Bois Perrier,87113696,Dimanche,2012-09-23,E,0,35
Rosny Bois Perrier,87113696,JOB,2012-09-13,E,2,2594
Rosny sous Bois,87113704,Dimanche,2012-09-23,E,3,1069
Rosny sous Bois,87113704,Samedi,2012-09-22,E,2,2429
Rosny sous Bois,87113704,JOB,2012-09-13,E,3,1507
Rosny sous Bois,87113704,Samedi,2012-09-22,E,3,1394
Rosny sous Bois,87113704,Samedi,2012-09-22,E,4,635
Rosny sous Bois,87113704,Samedi,2012-09-22,E,0,111
Rosny sous Bois,87113704,JOB,2012-09-13,E,4,361
Rosny sous Bois,87113704,Dimanche,2012-09-23,E,2,1694
Rosny sous Bois,87113704,Dimanche,2012-09-23,E,1,531
Rosny sous Bois,87113704,Dimanche,2012-09-23,E,0,45
Rosny sous Bois,87113704,JOB,2012-09-13,E,0,182
Rosny sous Bois,87113704,JOB,2012-09-13,E,1,3979
Rosny sous Bois,87113704,Dimanche,2012-09-23,E,4,441
Rosny sous Bois,87113704,Samedi,2012-09-22,E,1,1131
Rosny sous Bois,87113704,JOB,2012-09-13,E,2,1846
Tournan,87116210,Dimanche,2012-09-23,E,2,276
